nazwa_cwiczenia,nazwa_angielska,zrodlo,kategoria,poziom_trudnosci,pozycja_wyjsciowa,potrzebny_sprzet,liczba_powtorzen,czas_trwania_sekund,strony_ciala,ruch_glowny,wspomagane_krzeslem,mozna_w_lozku,mozna_siedzac,wymaga_stania,wymaga_podlogi,zalecane_schorzenia,przeciwwskazania,cel_terapeutyczny,wplyw_na_rownowage,wplyw_na_sile,wplyw_na_elastycznosc,wplyw_na_kardio,wplyw_na_postawe,intensywnosc,uwagi_bezpieczenstwa,opis_wykonania
Przenoszenie ciężaru z nogi na nogę,Weight Shift Side to Side,Strength and balance exercise booklet – Community Falls Team,równowaga_stat,łatwy,stojąca przy blacie,blat lub oparcie krzesła,10-20 powolnych przeniesień,,biodra; stopy,naprzemienne przenoszenie ciężaru z jednej nogi na drugą,tak,nie,nie,tak,tak,zaburzenia równowagi; sztywność bioder,ciężkie zaburzenia przedsionkowe; duże ryzyko upadku,uczucie położenia środka ciężkości i poprawa kontroli nad postawą,wysoki,niski,niski,niski,średni,bardzo niska,Utrzymywać stopy na podłożu; ruch powolny i kontrolowany; nie przekraczać granicy komfortu.,"Przyjmij pozycję wyjściową: stojąca przy blacie. Przygotuj sprzęt: blat lub oparcie krzesła. Następnie wykonuj ruch główny: naprzemienne przenoszenie ciężaru z jednej nogi na drugą. Wykonaj około 10-20 powolnych przeniesień powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Utrzymywać stopy na podłożu; ruch powolny i kontrolowany; nie przekraczać granicy komfortu.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Marsz z duzym krokiem i wymachem rak,Big Step Walking with Arm Swing,Be Active & Beyond – APDA; Parkinson balance training fact sheet,równowaga_dyn,średni,stojąca,korytarz lub pokój z podporą przy ścianie,10-20 kroków,,biodra; nogi; ramiona,chodzenie z dużymi krokami i wyraźnym wymachem ramion,opcjonalnie,nie,nie,tak,tak,choroba Parkinsona; zaburzenia równowagi; spowolnienie ruchowe,ciężkie upośledzenie równowagi bez asekuracji; brak zgody lekarza,zwiększenie amplitudy ruchu i poprawa wzorca chodu u osób z Parkinsonem,wysoki,średni,niski,średni,wysoki,niska,Ćwiczyć w dobrze znanym otoczeniu; używać poręczy lub opiekuna w razie niestabilności.,"Przyjmij pozycję wyjściową: stojąca. Przygotuj sprzęt: korytarz lub pokój z podporą przy ścianie. Następnie wykonuj ruch główny: chodzenie z dużymi krokami i wyraźnym wymachem ramion. Wykonaj około 10-20 kroków powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Ćwiczyć w dobrze znanym otoczeniu; używać poręczy lub opiekuna w razie niestabilności.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Marsz z zatrzymaniem i obrotem,Stop-and-Turn Walking,Parkinson Disease Balance Training fact sheet; Parkinsons UK toolkit,równowaga_dyn,średni,stojąca,korytarz; ewentualnie poręcz,10 obrotów,,biodra; tułów; głowa,marsz do przodu z zaplanowanym zatrzymaniem i obrotem o 180 stopni,opcjonalnie,nie,nie,tak,tak,choroba Parkinsona; zamrożenia chodu; zaburzenia równowagi,częste upadki bez asekuracji; nasilone zawroty głowy,trening bezpiecznego zatrzymania i zmiany kierunku chodu,wysoki,średni,niski,niski,średni,niska,Obracać się na kilka małych kroków; unikać szybkiego skręcania w miejscu.,"Przyjmij pozycję wyjściową: stojąca. Przygotuj sprzęt: korytarz; ewentualnie poręcz. Następnie wykonuj ruch główny: marsz do przodu z zaplanowanym zatrzymaniem i obrotem o 180 stopni. Wykonaj około 10 obrotów powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Obracać się na kilka małych kroków; unikać szybkiego skręcania w miejscu.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Siad-stań z sygnałem słownym,Cueing Sit to Stand,Be Active & Beyond – APDA; Parkinsons UK physical activity toolkit,siła_funkcjonalna,łatwy,siedząca na krześle,stabilne krzesło,8-12,,uda; pośladki; core,wstawanie z krzesła na wyraźną komendę z głośnym liczeniem,tak,nie,tak,tak,tak,choroba Parkinsona; słabe nogi; profilaktyka upadków,ostry ból kolan; znaczna hipotonia ortostatyczna przy wstawaniu,poprawa siły kończyn dolnych i inicjacji ruchu przy wstawaniu,średni,wysoki,niski,niski,wysoki,niska,Krzesło dosunąć do ściany; w razie potrzeby używać podłokietników lub laski.,"Przyjmij pozycję wyjściową: siedząca na krześle. Przygotuj sprzęt: stabilne krzesło. Następnie wykonuj ruch główny: wstawanie z krzesła na wyraźną komendę z głośnym liczeniem. Wykonaj około 8-12 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Krzesło dosunąć do ściany; w razie potrzeby używać podłokietników lub laski.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Przenoszenie ciężaru z rytmem,Rhythmic Weight Shifting,Parkinson Disease Balance Training fact sheet,równowaga_stat,łatwy,stojąca przy blacie,blat kuchenny lub poręcz,20 przeniesień,,biodra; stopy; tułów,naprzemienne przenoszenie ciężaru ciała z nogi na nogę w rytmie liczenia,tak,nie,nie,tak,tak,choroba Parkinsona; zaburzenia równowagi; sztywność bioder,silne zawroty głowy; bardzo wysokie ryzyko upadku,poprawa kontroli środka ciężkości i przygotowanie do chodu,wysoki,niski,średni,niski,średni,bardzo niska,Stopy cały czas na podłożu; zaczynać od niewielkiego zakresu ruchu.,"Przyjmij pozycję wyjściową: stojąca przy blacie. Przygotuj sprzęt: blat kuchenny lub poręcz. Następnie wykonuj ruch główny: naprzemienne przenoszenie ciężaru ciała z nogi na nogę w rytmie liczenia. Wykonaj około 20 przeniesień powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Stopy cały czas na podłożu; zaczynać od niewielkiego zakresu ruchu.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Tandem stance z sygnałem wzrokowym,Tandem Stance with Visual Cue,Parkinson Disease Balance Training fact sheet; Otago balance elements,równowaga_stat,średni,stojąca w pozycji pięta-przodostopie,ściana lub blat do asekuracji,3 po 20-30 sekund,20-30,stopy; biodra; core,utrzymanie pozycji w ustawieniu tandemowym z patrzeniem w stały punkt,opcjonalnie,nie,nie,tak,tak,choroba Parkinsona; zaburzenia równowagi; profilaktyka upadków,częste upadki; brak możliwości asekuracji; ostre zawroty głowy,poprawa równowagi w wąskiej podstawie podparcia,wysoki,niski,niski,niski,średni,niska,Zawsze zaczynać przy ścianie; zmieniać którą noga jest z przodu.,"Przyjmij pozycję wyjściową: stojąca w pozycji pięta-przodostopie. Przygotuj sprzęt: ściana lub blat do asekuracji. Następnie wykonuj ruch główny: utrzymanie pozycji w ustawieniu tandemowym z patrzeniem w stały punkt. Wykonaj około 3 po 20-30 sekund powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Jeżeli ćwiczenie jest czasowe, wykonuj je przez około 20-30 sekund. Zwróć uwagę na bezpieczeństwo: Zawsze zaczynać przy ścianie; zmieniać którą noga jest z przodu.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Marsz z podwójnym zadaniem,Dual Task Walking,Be Active & Beyond – APDA; Parkinsons UK activity ideas,równowaga_dyn,trudny,stojąca,korytarz; opiekun do asekuracji,2-3 odcinki po 20-30 kroków,,nogi; tułów; układ nerwowy,marsz z jednoczesnym liczeniem wstecz lub nazywaniem kategorii słów,nie,nie,opcjonalnie,tak,tak,choroba Parkinsona; łagodne zaburzenia poznawcze; profilaktyka upadków,wysokie ryzyko upadku; znaczne zaburzenia poznawcze; brak asekuracji,trening równowagi i uwagi podwójnej podczas chodu,wysoki,średni,niski,średni,średni,średni,Najpierw opanować marsz bez zadania dodatkowego; stosować tylko przy dobrej asekuracji.,"Przyjmij pozycję wyjściową: stojąca. Przygotuj sprzęt: korytarz; opiekun do asekuracji. Następnie wykonuj ruch główny: marsz z jednoczesnym liczeniem wstecz lub nazywaniem kategorii słów. Wykonaj około 2-3 odcinki po 20-30 kroków powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Najpierw opanować marsz bez zadania dodatkowego; stosować tylko przy dobrej asekuracji.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Siedzacy marsz z duzymi ruchami,Seated Big Marching,Be Active & Beyond – seated exercises; Easy chair-based programme for older adults,kardio,łatwy,siedząca na krześle,krzesło z oparciem,30-60 sekund,30-60,biodra; kolana; ramiona,naprzemienne unoszenie kolan z dużym wymachem ramion,tak,nie,tak,nie,tak,choroba Parkinsona; słaba kondycja; ograniczona mobilność,niestabilna choroba serca; ciężka duszność przy niewielkim wysiłku,poprawa kondycji oraz amplitudy ruchu w bezpiecznej pozycji siedzącej,średni,średni,niski,średni,wysoki,niska,Siedzieć blisko przedniej krawędzi krzesła z podparciem pleców według potrzeby.,"Przyjmij pozycję wyjściową: siedząca na krześle. Przygotuj sprzęt: krzesło z oparciem. Następnie wykonuj ruch główny: naprzemienne unoszenie kolan z dużym wymachem ramion. Wykonaj około 30-60 sekund powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Jeżeli ćwiczenie jest czasowe, wykonuj je przez około 30-60 sekund. Zwróć uwagę na bezpieczeństwo: Siedzieć blisko przedniej krawędzi krzesła z podparciem pleców według potrzeby.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Siedzace przenoszenie ciężaru tułowia,Seated Trunk Weight Shift,Easy chair-based exercises for older adults; Parkinsons UK seated balance,równowaga_stat,łatwy,siedząca na krześle bez podłokietników,stabilne krzesło,10-20 na stronę,,biodra; core; plecy,pochylenie tułowia na boki ponad stopę z powrotem do środka,tak,nie,tak,nie,tak,choroba Parkinsona; zaburzenia równowagi; ograniczona mobilność,silne zawroty głowy; ostry ból pleców,bezpieczny trening przesunięć środka ciężkości w pozycji siedzącej,średni,niski,średni,niski,wysoki,bardzo niska,Stopy płasko na podłodze; nie odrywać pośladków od siedziska.,"Przyjmij pozycję wyjściową: siedząca na krześle bez podłokietników. Przygotuj sprzęt: stabilne krzesło. Następnie wykonuj ruch główny: pochylenie tułowia na boki ponad stopę z powrotem do środka. Wykonaj około 10-20 na stronę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Stopy płasko na podłodze; nie odrywać pośladków od siedziska.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Siedzace skręty tulowia z patrzeniem za ramie,Seated Trunk Rotation with Gaze,Be Active & Beyond – trunk rotation; Easy Exercises Chair Based Programme,mobilność,łatwy,siedząca na krześle,krzesło,10 na stronę,,kręgosłup piersiowy; szyja,skręt tułowia i głowy w bok z powrotem do środka,tak,opcjonalnie,tak,nie,tak,choroba Parkinsona; sztywność kręgosłupa; ograniczona mobilność,niestabilne choroby szyi; ostry zawrót głowy,poprawa rotacji tułowia i kontroli ruchu głowy,niski,niski,wysoki,niski,średni,bardzo niska,Ruch płynny; bez szarpania; nie przekraczać zakresu bezpiecznego dla szyi.,"Przyjmij pozycję wyjściową: siedząca na krześle. Przygotuj sprzęt: krzesło. Następnie wykonuj ruch główny: skręt tułowia i głowy w bok z powrotem do środka. Wykonaj około 10 na stronę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Ruch płynny; bez szarpania; nie przekraczać zakresu bezpiecznego dla szyi.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Oddech przez zasznurowane usta,Pursed-Lip Breathing,Breathing Exercises for COPD – Cleveland Clinic; COPD Workbook; UMMS COPD breathing exercises,oddech,łatwy,siedząca lub stojąca,brak,5-10 oddechów,,układ oddechowy,spokojny wdech nosem i długi wydech przez lekko zaciśnięte usta,opcjonalnie,tak,tak,nie,nie,POChP; duszność wysiłkowa; słaba kondycja,brak specyficznych; przerwać przy zawrotach głowy,zmniejszenie duszności i poprawa opróżniania płuc,niski,niski,niski,niski,średni,bardzo niska,Ćwiczyć w spokojnym tempie; w razie zawrotów głowy zrobić przerwę.,"Przyjmij pozycję wyjściową: siedząca lub stojąca. Następnie wykonuj ruch główny: spokojny wdech nosem i długi wydech przez lekko zaciśnięte usta. Wykonaj około 5-10 oddechów powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Ćwiczyć w spokojnym tempie; w razie zawrotów głowy zrobić przerwę.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Oddychanie przeponowe w leżeniu,Diaphragmatic Breathing (supine),Breathing Exercises for COPD – Cleveland Clinic; Learning to Live with COPD Workbook,oddech,łatwy,leżąca na plecach z ugiętymi kolanami,poduszka pod głowę,5-10 oddechów,,przepona; klatka piersiowa,wdech z unoszeniem brzucha i wydech z jego opadaniem przy rozluźnionych barkach,nie,tak,opcjonalnie,nie,opcjonalnie,POChP; przewlekła duszność; słaba kondycja,ciężka niewydolność serca bez nadzoru; silne zawroty głowy,wzmocnienie przepony i poprawa efektywności oddychania,niski,niski,niski,niski,niski,bardzo niska,Unikać nadmiernie głębokich oddechów prowadzących do hiperwentylacji.,"Przyjmij pozycję wyjściową: leżąca na plecach z ugiętymi kolanami. Przygotuj sprzęt: poduszka pod głowę. Następnie wykonuj ruch główny: wdech z unoszeniem brzucha i wydech z jego opadaniem przy rozluźnionych barkach. Wykonaj około 5-10 oddechów powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Unikać nadmiernie głębokich oddechów prowadzących do hiperwentylacji.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Oddychanie przeponowe w siadzie,Diaphragmatic Breathing (sitting),COPD exercise handbooks; COPD Workbook for severely challenged COPDers,oddech,łatwy,siedząca na krześle,krzesło,5-10 oddechów,,przepona; klatka piersiowa,wolny wdech nosem z rozszerzeniem brzucha i spokojny wydech ustami przy wsparciu rąk na brzuchu,tak,opcjonalnie,tak,nie,tak,POChP; przewlekła duszność; słaba kondycja; ograniczona mobilność,brak specyficznych; przerwać przy złym samopoczuciu,nauka ekonomicznego oddychania w codziennych czynnościach,niski,niski,niski,niski,średni,bardzo niska,Stopy na podłodze; tors lekko pochylony do przodu ułatwia oddychanie.,"Przyjmij pozycję wyjściową: siedząca na krześle. Przygotuj sprzęt: krzesło. Następnie wykonuj ruch główny: wolny wdech nosem z rozszerzeniem brzucha i spokojny wydech ustami przy wsparciu rąk na brzuchu. Wykonaj około 5-10 oddechów powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Stopy na podłodze; tors lekko pochylony do przodu ułatwia oddychanie.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Ćwiczenie Blow as you Go,Blow as you Go,Understanding COPD – PR booklet; NHS COPD exercise handbook,oddech,łatwy,stojąca lub siedząca podczas czynności,brak,stosowane podczas serii 10-20 kroków lub wejść po schodach,,układ oddechowy,wdech przed wysiłkiem i wydłużony wydech w trakcie ruchu wysiłkowego,opcjonalnie,nie,tak,opcjonalnie,tak,POChP; przewlekła duszność; rehabilitacja oddechowa,niestabilna choroba serca; objawy alarmowe (ból w klatce; silne zawroty),koordynacja oddechu z wysiłkiem w celu zmniejszenia duszności,niski,niski,niski,średni,średni,niska,Stosować tylko przy stabilnej kondycji; przerwać; jeśli pojawi się ból w klatce piersiowej.,"Przyjmij pozycję wyjściową: stojąca lub siedząca podczas czynności. Następnie wykonuj ruch główny: wdech przed wysiłkiem i wydłużony wydech w trakcie ruchu wysiłkowego. Wykonaj około stosowane podczas serii 10-20 kroków lub wejść po schodach powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Stosować tylko przy stabilnej kondycji; przerwać; jeśli pojawi się ból w klatce piersiowej.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Marsz w miejscu dla POChP,On-the-Spot March for COPD,Your exercise handbook – All Wales ICST; COPD home exercise programmes,kardio,łatwy,stojąca przy blacie,blat kuchenny lub poręcz,2-5 minut w blokach po 30 sekund,,nogi; układ oddechowy,marsz w miejscu w tempie dostosowanym do duszności z kontrolą oddechu,tak,nie,opcjonalnie,tak,tak,POChP; słaba kondycja; ograniczona mobilność,ostre zaostrzenie POChP; niestabilna choroba serca,poprawa wydolności wysiłkowej przy kontroli duszności,średni,średni,niski,wysoki,średni,niska,Skala duszności 0-10 nie powinna przekraczać poziomu 3-4; zatrzymać się przed zadyszką skrajną.,"Przyjmij pozycję wyjściową: stojąca przy blacie. Przygotuj sprzęt: blat kuchenny lub poręcz. Następnie wykonuj ruch główny: marsz w miejscu w tempie dostosowanym do duszności z kontrolą oddechu. Wykonaj około 2-5 minut w blokach po 30 sekund powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Skala duszności 0-10 nie powinna przekraczać poziomu 3-4; zatrzymać się przed zadyszką skrajną.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Spacer interwałowy dla POChP,Interval Walking for COPD,Your exercise handbook – All Wales ICST; pulmonary rehabilitation walking programme,kardio,średni,stojąca,korytarz lub bezpieczna trasa spacerowa,5-10 cykli 1 min marszu / 1 min odpoczynku,,nogi; układ oddechowy; układ krążenia,spokojny marsz z zaplanowanymi przerwami i kontrolą oddechu,nie,nie,nie,tak,tak,POChP; przewlekła duszność; słaba kondycja,ostre zaostrzenie POChP; niestabilne choroby serca; ból w klatce,stopniowe zwiększanie dystansu chodu bez nadmiernej duszności,średni,średni,niski,wysoki,średni,średni,Monitorować duszność i ewentualne objawy alarmowe; w razie potrzeby skrócić interwały.,"Przyjmij pozycję wyjściową: stojąca. Przygotuj sprzęt: korytarz lub bezpieczna trasa spacerowa. Następnie wykonuj ruch główny: spokojny marsz z zaplanowanymi przerwami i kontrolą oddechu. Wykonaj około 5-10 cykli 1 min marszu / 1 min odpoczynku powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Monitorować duszność i ewentualne objawy alarmowe; w razie potrzeby skrócić interwały.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Siedzace unoszenie ramion z oddechem,Seated Arm Raises with Breathing,COPD exercise handbook; Chair-based exercise programmes,kardio_oddech,łatwy,siedząca na krześle,krzesło,10-15,,ramiona; klatka piersiowa; układ oddechowy,unoszenie ramion do góry z wdechem i opuszczanie z wydechem przez zasznurowane usta,tak,opcjonalnie,tak,nie,tak,POChP; słaba kondycja; ograniczona mobilność; ból barków o niewielkim nasileniu,ostry ból barku; niewyrównana choroba serca,koordynacja ruchu ramion z kontrolowanym oddechem dla poprawy wydolności,niski,średni,średni,średni,wysoki,niska,Ramiona unosić tylko do bezbolesnego zakresu; oddech ma być płynny.,"Przyjmij pozycję wyjściową: siedząca na krześle. Przygotuj sprzęt: krzesło. Następnie wykonuj ruch główny: unoszenie ramion do góry z wdechem i opuszczanie z wydechem przez zasznurowane usta. Wykonaj około 10-15 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Ramiona unosić tylko do bezbolesnego zakresu; oddech ma być płynny.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Siedzace prostowanie kolan z napieciem,Seated Knee Extension,Chair & Seated Exercises for Seniors; Easy chair-based programme,siła,łatwy,siedząca na krześle,krzesło,10-15 na nogę,,uda; kolana,prostowanie kolana z krótkim przytrzymaniem w górze,tak,tak,tak,nie,tak,słabe nogi; ból kolan; ograniczona mobilność,ostry ból kolana; świeży zabieg w obrębie stawu kolanowego,wzmocnienie mięśnia czworogłowego w bezpiecznej pozycji,niski,średni,niski,niski,średni,bardzo niska,Nie blokować kolana w przeproście; stopa wraca kontrolowanie na podłogę.,"Przyjmij pozycję wyjściową: siedząca na krześle. Przygotuj sprzęt: krzesło. Następnie wykonuj ruch główny: prostowanie kolana z krótkim przytrzymaniem w górze. Wykonaj około 10-15 na nogę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Nie blokować kolana w przeproście; stopa wraca kontrolowanie na podłogę.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Siedzacy odwodzenie nogi,Seated Hip Abduction,Chair-based exercises for older adults; YMCA chair exercises,siła,łatwy,siedząca na krześle,krzesło; opcjonalnie taśma oporowa nad kolanami,10-15 na nogę,,biodra; uda,odsuwanie kolana na bok z powrotem do środka,tak,opcjonalnie,tak,nie,tak,słabe biodra; słabe pośladki; ograniczona mobilność,ostry ból biodra; świeży zabieg w obrębie stawu biodrowego,wzmocnienie odwodzicieli biodra u osób z ograniczoną możliwością stania,niski,średni,średni,niski,średni,bardzo niska,Kolana nie powinny zbliżać się gwałtownie; ruch kontrolowany w obie strony.,"Przyjmij pozycję wyjściową: siedząca na krześle. Przygotuj sprzęt: krzesło; opcjonalnie taśma oporowa nad kolanami. Następnie wykonuj ruch główny: odsuwanie kolana na bok z powrotem do środka. Wykonaj około 10-15 na nogę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Kolana nie powinny zbliżać się gwałtownie; ruch kontrolowany w obie strony.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Siedzacy marsz z pracą ramion,Seated March with Arm Circles,10 Chair Exercises for Seniors – YMCA; chair & seated programmes,kardio,średni,siedząca na krześle,krzesło,30-60 sekund,30-60,nogi; ramiona; core,marsz w miejscu połączony z krążeniem ramion w przód i tył,tak,nie,tak,nie,tak,słaba kondycja; ograniczona mobilność; słaby core,niestabilne choroby serca; zawroty głowy przy unoszeniu ramion,poprawa wydolności i koordynacji w pozycji siedzącej,średni,średni,średni,średni,wysoki,niska,Utrzymywać wyprostowany tułów; wykonywać krążenia w komfortowym zakresie.,"Przyjmij pozycję wyjściową: siedząca na krześle. Przygotuj sprzęt: krzesło. Następnie wykonuj ruch główny: marsz w miejscu połączony z krążeniem ramion w przód i tył. Wykonaj około 30-60 sekund powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Jeżeli ćwiczenie jest czasowe, wykonuj je przez około 30-60 sekund. Zwróć uwagę na bezpieczeństwo: Utrzymywać wyprostowany tułów; wykonywać krążenia w komfortowym zakresie.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Siedzace skłony w przód z prostymi plecami,Seated Hip Hinge (Good Morning),8 Best Seated and Chair Exercises for Seniors – PureGym; chair-based programmes,mobilność_core,łatwy,siedząca na krześle,krzesło,10-15,,biodra; dolne plecy; core,pochylenie tułowia do przodu z neutralnym kręgosłupem i powrót,tak,nie,tak,nie,tak,ograniczona mobilność; sztywność bioder; słaby core,osteoporoza z wysokim ryzykiem złamań kręgosłupa; ostry ból pleców,poprawa ruchomości bioder i wzorca zgięcia z aktywnym core,niski,średni,średni,niski,wysoki,bardzo niska,Ruch z bioder; nie zgarbiać odcinka piersiowego; ruch wykonywać wolno.,"Przyjmij pozycję wyjściową: siedząca na krześle. Przygotuj sprzęt: krzesło. Następnie wykonuj ruch główny: pochylenie tułowia do przodu z neutralnym kręgosłupem i powrót. Wykonaj około 10-15 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Ruch z bioder; nie zgarbiać odcinka piersiowego; ruch wykonywać wolno.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Siedzace unoszenie kolana z dotknięciem łokciem,Seated Elbow-to-Knee,10 Chair Exercises for Seniors – YMCA; core for seniors routines,core,średni,siedząca na krześle bez podłokietników,krzesło,8-12 na stronę,,brzuch; biodra,unoszenie kolana i zbliżanie przeciwległego łokcia,tak,nie,tak,nie,tak,słaby core; słaba kondycja; ograniczona mobilność,niestabilne schorzenia kręgosłupa; silny ból bioder lub pleców,wzmocnienie mięśni brzucha i poprawa koordynacji tułów-nogi,średni,średni,niski,niski,wysoki,niska,Siedzieć stabilnie na środku siedziska; nie ciągnąć głowy ręką.,"Przyjmij pozycję wyjściową: siedząca na krześle bez podłokietników. Przygotuj sprzęt: krzesło. Następnie wykonuj ruch główny: unoszenie kolana i zbliżanie przeciwległego łokcia. Wykonaj około 8-12 na stronę powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Siedzieć stabilnie na środku siedziska; nie ciągnąć głowy ręką.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
Siedzace odpychanie gumy piersiowe,Seated Chest Press with Band,Chair-based exercises for older adults; COPD exercise handbook strength section,siła,średni,siedząca na krześle,taśma oporowa,8-12,,klatka piersiowa; ramiona; triceps,odpychanie uchwytów taśmy do przodu z pozycji przy klatce,tak,nie,tak,nie,tak,słabe ramiona; słaba kondycja; POChP przy dobrej tolerancji wysiłku,niestabilna choroba serca; ostry ból barku,wzmocnienie górnej części ciała dla ułatwienia codziennych czynności,niski,wysoki,niski,niski,wysoki,niska,Taśma ustabilizowana za oparciem krzesła; napięcie dobiera się tak; by ruch był kontrolowany.,"Przyjmij pozycję wyjściową: siedząca na krześle. Przygotuj sprzęt: taśma oporowa. Następnie wykonuj ruch główny: odpychanie uchwytów taśmy do przodu z pozycji przy klatce. Wykonaj około 8-12 powtórzeń lub utrzymuj ruch zgodnie z opisem ćwiczenia. Zwróć uwagę na bezpieczeństwo: Taśma ustabilizowana za oparciem krzesła; napięcie dobiera się tak; by ruch był kontrolowany.. Ruch wykonuj wolno, bez wstrzymywania oddechu; przerwij przy ostrym bólu, zawrotach głowy lub duszności."
